Title;Year;Rated;Genre;Runtime (Minutes);Rating;Votes;Director;Star 1;Star 2;Star 3;Star 4
Benyamin the Troublemaker 2;2020;TV-14; Comedy            ;97 min;6,1;45;Hanung Bramantyo;Reza Rahadian;Delia Husein;Rano Karno;Meriam Bellina
Wanita Tetap Wanita;2013;13+; Drama            ;98 min;6,5;24;Irwansyah;Reza Rahadian;Didi Riyadi;Teuku Wisnu;Vonny Anggraini
3 Hati, Dua Dunia, Satu Cinta;2010;13+; Comedy, Romance            ;100 min;7,3;166;Benni Setiawan;Reza Rahadian;Laura Basuki;Arumy Bachsin;Hadad Alwi
Mendarat Darurat;2022;13+; Comedy, Romance            ;113 min;7,3;29;Pandji Pragiwaksono;Reza Rahadian;Luna Maya;Marissa Anita;Pandji Pragiwaksono
The Ex-Lover Shop;2020;TV-14; Comedy, Drama, Romance            ;98 min;6;164;Viva Westi;Reza Rahadian;Marsha Timothy;Iedil Dzuhrie Alaudin;Dea Panendra
November Tenth;2015;TV-14; Animation, Action, Adventure            ;99 min;6,4;3,038;Aryanto Yuniawan;Reza Rahadian;Maudy Ayunda;Keagan Kang;Marlon Dance-Hooi
Garis Waktu;2022;R13+; Drama, Romance            ;100 min;6,7;53;Jeihan Angga;Reza Rahadian;Michelle Ziudith;Anya Geraldine;Izabel Yahya
Layangan Putus;2021;SU; Drama            ;42 min;7,8;246;Benni Setiawan;Reza Rahadian;Putri Marino;Frederika Cull;Anya Geraldine
Twivortiare;2019;13+; Drama, Romance            ;103 min;6,7;275;Benni Setiawan;Reza Rahadian;Raihaanun Soeriaatmadja;Arifin Putra;Denny Sumargo
Something in the Way;2013;17+; Drama            ;89 min;6,7;692;Teddy Soeriaatmadja;Reza Rahadian;Ratu Felisha;Verdi Solaiman;N/A
Question Mark;2011;TV-14; Drama            ;100 min;7;265;Hanung Bramantyo;Reza Rahadian;Revalina S. Temat;Agus Kuncoro;Endhita
Jakarta Twilight;2010;13+; Drama            ;75 min;7,6;80;Salman Aristo;Reza Rahadian;Ringgo Agus Rahman;Lukman Sardi;Adinia Wirasti
Alangkah Lucunya (Negeri Ini);2010;13+; Comedy            ;104 min;7,6;258;Deddy Mizwar;Reza Rahadian;Tika Bravani;Asrul Dahlan;Deddy Mizwar
The Sound of Rain Falls on the Roof;2018;13+; Short, Drama            ;21 min;9,2;9;Krisna L. Salya;Rezki Fadlun;Athie Al Gazam;N/A;N/A
Hantu Baru;2022;13+; Comedy, Horror            ;90 min;;;Adink Liwutang;Rezky Adhitya;Acha Septriasa;Sujiwo Tejo;Calvin Jeremy
Brutal;2021;17+; Action, Crime, Drama            ;45 min;6,1;35;Arie Azis;Rezky Adhitya;Kevin Kambey;Siva Aprilia;Zoe Abbas Jackson
Tersanjung: The Series;2021;13+; Drama, Romance            ;25 min;9,4;76;Anggy Umbara;Rezky Adhitya;Rayn Wijaya;Agus Wibowo;Jessica Mila
Sajadah Ka'bah;2011;13+; Action, Drama            ;107 min;7,1;11;Rhoma Irama;Rhoma Irama;Ruhut Sitompul;Ida Iasha;Zahwa Aqilah
Sarinah;2011;13+; Drama, Family, History            ;120 min;;;Karr Kwee;Ria Irawan;Alex Komang;Nicholas Saputra;Rahayu Saraswati
The Stringless Violin;2003;13+; Drama, Romance            ;99 min;6,8;102;Sekar Ayu Asmara;Ria Irawan;Nicholas Saputra;Jajang C. Noer;Dicky Lebrianto
UC News Show Web Series;2017;13+; Comedy            ;11 min;;;Edho Zell;Ria Ricis;Ariel Tatum;Audun Kvitland;N/A
Hayya: The Power of Love 2;2019;13+; Drama            ;101 min;4,2;169;Jastis Arimba;Ria Ricis;Fauzi Baadila;Adhin Abdul Hakim;Amna Hasanah Shahab
Si Juki Anak Kosan;2021;R; Animation, Comedy            ;13 min;7,1;10;Gempita Adrian;Rial Firdhana;Kartika Indah Jaya;M. Marzuki;N/A
Baby Occult: Baby Tumbal Baby Die;2018;13+; Horror            ;93 min;5,1;27;Rizal Mantovani;Rianti Cartwright;Ashraf Sinclair;Mario Lawalatta;Fadika Royandi
Universe;2019;13+; Short, Music            ;21 min;;;Garin Nugroho;Rianto Rianto;N/A;N/A;N/A
Bising: Noise & Experimental Music in Indonesia;2014;13+; Documentary            ;67 min;7,4;5;Adythia Utama;Riar Rizaldi;N/A;N/A;N/A
Rare Fish;2009;13+; Short, Adventure, Drama            ;11 min;6,7;6;Basil Mironer;Ribut Suryadi;N/A;N/A;N/A
X-tra Absurd;2020;13+; Comedy, Horror            ;77 min;;;Rangga Nattra;Ricky Cuaca;Dania;Sri Hartini;Ricky Harun
Kirun + Adul;2009;13+; Comedy            ;90 min;6,5;29;Jose Poernomo;Ricky Harun;Abdurrahman Arif;Permata Sari Harahap;Reza Rahadian
Pulau Hantu 2;2008;13+; Horror            ;93 min;4,4;47;Jose Poernomo;Ricky Harun;Abdurrahman Arif;Reza Rahadian;Uli Auliani
Bajaj Bajuri the Movie;2014;SU; Action, Comedy            ;93 min;5,8;22;Fajar Nugros;Ricky Harun;Eriska Rein;Meriam Bellina;Dimas Gabra
Kawin Kontrak Lagi;2008;13+; Comedy            ;111 min;4,4;36;Ody C. Harahap;Ricky Harun;Lukman Sardi;Wiwid Gunawan;Aditya
Ai Lop Yu Pul;2009;13+; Comedy, Drama            ;82 min;3,9;15;Winaldha E. Melalatoa;Ricky Harun;Ria Irawan;Mike Lucock;Oxcerila Paryana
Demi Cinta;2017;13+; Comedy            ;95 min;6,5;20;Azhar Kinoi Lubis;Ricky Harun;Tora Sudiro;Nasya Marcella;Titi Kamal
Pulau Hantu;2007;13+; Horror            ;91 min;3,9;50;Jose Poernomo;Ricky Harun;Yedihel Luntungan;Kartika Ayuningtyas;Indri Yanuarti
Suster Keramas 2;2011;17+; Comedy, Horror            ;80 min;4,3;70;Findo Purwono;Ricky Harun;Zidni Adam Zawas;Sora Aoi;Marcell Darwin
Romantini;2013;13+; Drama            ;90 min;5,9;14;Monty Tiwa;Ridwan Ghany;Ashanty Hermansyah;Aurel Hermansyah;Ria Irawan
Bukan Cinderella Biasa;2022;13+; Drama, Romance            ;44 min;;;Amin Ishaq;Ridwan Ghany;Raisya Bawazier;Amaranggana;Adzwa Aurell
Tsunami Killed My Bandmates;2020;13+; Documentary, Drama            ;93 min;8,1;26;Upie Guava;Riefian Fajarsyah;Herman Sikumbang;M. Awal Purbani;W. Andi Darmawan
Terowongan Rumah Sakit;2009;13+; Horror            ;90 min;6,2;11;Helfi C.H. Kardit;Rifky Balweel;Sarah Shafitri;Henidar Amroe;Kaditha Ayu
The Wall;2007;13+; Horror            ;104 min;4,4;12;Kumar Pareek;Rifky Balweel;Savira Crith;Deriell Jaqueline;Defry Padhayangan
19 Letters;2018;13+; Drama, Music            ;;8;8;Diandra Agatha;Rifqi Sukmoutomo;Syifa Salsabila;Vidan Marthensz;N/A
Putri Duyung;2001;13+; Comedy, Fantasy            ;60 min;3,3;13;Ayu Azhari;Rina Hassim;Robert Syarif;Rika Callebaut;N/A
3 Pejantan Tanggung;2010;13+; Comedy, Drama            ;82 min;4,8;15;Iqbal Rais;Ringgo Agus Rahman;Deddy Mahendra Desta;Dennis Adhiswara;Siti Anizah
Bukan Malin Kundang;2009;13+; Comedy            ;90 min;6;25;Iqbal Rais;Ringgo Agus Rahman;Deddy Mahendra Desta;Sissy Priscillia;Aming Sugandhi
Si Jago Merah;2008;13+; Comedy, Drama            ;104 min;5,8;62;Iqbal Rais;Ringgo Agus Rahman;Deddy Mahendra Desta;Ytonk Club 80's;Judika Sihotang
Perjaka Terakhir 2;2010;13+; Comedy            ;78 min;4,6;16;Jacky;Ringgo Agus Rahman;Fahrani;Bari Bintang;Joe Project P.
Anak Setan;2009;13+; Horror            ;95 min;5,5;24;Allo Geaffary;Ringgo Agus Rahman;Indri Satiya;Jill Gladys;Alex Komang
Janda Kembang;2009;13+; Comedy            ;99 min;4,5;22;Lakonde;Ringgo Agus Rahman;Luna Maya;Sarah Sechan;Esa Septian Pramudha Sigit
Koki-Koki Cilik 2;2019;TV-PG; Comedy, Drama, Family            ;91 min;6,7;27;Viva Westi;Ringgo Agus Rahman;M. Adhiyat;Faras Fatik;Alifa Lubis
Jagad X Code;2009;13+; Comedy, Drama;;6;42;Herwin Novianto;Ringgo Agus Rahman;Mario Irwiensyah;Opi Bachtiar;Tika Putri
DiBurger Bacem;2010;13+; Short, Drama            ;14 min;;;Deddy Mahendra Desta;Ringgo Agus Rahman;Tika Putri;N/A;N/A
Pulang;2022;R13+; Drama            ;84 min;8,4;26;Azhar Kinoi Lubis;Ringgo Agus Rahman;Ziva Magnolya;Imelda Therinne;Mark Natama
Ready Bro!;2018;13+; Comedy            ;92 min;7,3;14;Ody C. Harahap;Rini Mentari;Aulia Sarah;Mentari De Marelle;Qausar Harta Yudana
Before Fireworks;2021;13+; Short, Drama            ;10 min;;;Natania Gabriella Jansen;Rino Mangunsaputro;Izdihar Nabil;N/A;N/A
Opor Operan;2015;13+; Short, Comedy            ;14 min;8,7;14;Mustafa;Rinrin Candraresmi;Lisa H. Pandansari;Tribintang Praptiwi;Wahid Sanggakaruma
Cinta Selamanya;2015;13+; Drama, Romance            ;100 min;7,4;16;Fajar Nugros;Rio Dewanto;Atiqah Hasiholan;Janna Soekasah Joesoef;Widi Mulia
Filosofi Kopi;2015;13+; Drama            ;117 min;7,1;752;Angga Dwimas Sasongko;Rio Dewanto;Chicco Jerikho;Julie Estelle;Jajang C. Noer
Filosofi Kopi 2: Ben & Jody;2017;13+; Adventure, Drama            ;108 min;7,1;420;Angga Dwimas Sasongko;Rio Dewanto;Chicco Jerikho;Luna Maya;Nadine Alexandra
Bulan di Atas Kuburan;2015;13+; Drama            ;120 min;;;Edo Sitanggang;Rio Dewanto;Donny Alamsyah;Tio Pakusadewo;Atiqah Hasiholan
Optatissimus;2013;D; Drama            ;110 min;;;Dirmawan Hatta;Rio Dewanto;Landung Simatupang;Nadhira Suryadi;N/A
Filosofi Kopi: Aroma Gayo;2020;SU; Documentary, Short            ;27 min;6,1;9;Rahung Nasution;Rio Dewanto;Sadikin Gembel;Aman Zakirah;Rahmah Ketiara
One Day We'll Talk About Today;2020;TV-14; Drama, Family            ;121 min;7,4;1,202;Angga Dwimas Sasongko;Rio Dewanto;Sheila Dara Aisha;Rachel Amanda;Sinyo Riza
Sonix X.E.: The Paranormal;2017;13+; Short, Mystery            ;14 min;7,7;6;Dzakwan;Riri;Deni;Rehan;N/A
Sinar;2010;13+; Romance            ;;;;Arie Dwi Andhika;Ririn Dwi Aryanti;Irwansyah;Chicco Jerikho;N/A
Dejavu: Ajian Puter Giling;2015;13+; Horror            ;82 min;;;Hanny Saputra;Ririn Dwi Aryanti;Ririn Ekawati;Pipien Putri;Dimas Seto
Dongeng Rempah;2022;13+; Drama            ;30 min;;;Jj Malvin;Ririn Rinjana;Stani Yuliana;Nani Yudi;N/A
The House at a Thousand Waves;2012;13+; Drama, Family            ;107 min;;;Erwin Arnada;Risjad Aden;Riman Jayadi;Andre Julian;Bianca Oleen
Rumah di Seribu Ombak;2012;13+; Drama            ;107 min;7,2;31;Erwin Arnada;Risjad Aden;Tania Grace;Riman Jayadi;Andre Julian
Musik Hati;2008;13+; Drama, Romance            ;80 min;;;Angga Dwimas Sasongko;Risty Tagor;Annisa Hadju;Ben Kasyafani;Arswendy Bening Swara
Persona;2012;13+; Documentary            ;75 min;;;George Arif;Rita Matu Mona;N/A;N/A;N/A
Garuda Superhero;2015;13+; Action, Fantasy            ;85 min;4,2;32;X. Jo;Rizal Idrus;Slamet Rahardjo;Robby Sugara;Agus Kuncoro
Kisah di Hari Minggu;2017;13+; Short, Drama            ;8 min;;;Adi Marsono;Rizki Sasono;Erythrina Baskoro;Ailsa Syahda Valda Archano;Wira Dzaki Rizqullah
D'Love;2010;13+; Drama            ;85 min;3,2;6;Helfi C.H. Kardit;Rizky Adrianto;Achmad Albar;Aurélie Moeremans;Rebecca Reijman
Sayap Kecil Garuda;2014;SU; Drama, Family            ;95 min;;;Aditya Gumay;Rizky Black;Reza Artamevia;Gatot Brajamusti;Guntur Bumi
Tiga sekawan: Iiih... hantu...!;2013;SU; Adventure, Drama, Family            ;116 min;;;Ivan Alvameiz;Rizky Black;Stefhani Zamora Husen;Dandy Rainaldy;Iqbal Atmadinata
Bully;2019;SU; Short, Drama            ;10 min;;;Keanu Sumawinata;Rizky Ghifari;Shabyaksa Hermawan;Kaila Nabila;Shazia Quamila
Patriot;2015;13+; Action            ;;7,1;7;Verdy Bhawanta;Rizky Hanggono;Dallas Pratama;Winky Wiryawan;N/A
Udah Putusin Aja!;2018;13+; Drama            ;88 min;7,2;14;Rolly Subhandani;Rizky Mocil;Rana Audi Marissa;Billy Davidson;Elyzia Mulachela
Mecca I'm Coming;2019;13+; Comedy, Drama            ;93 min;7,7;91;Jeihan Angga;Rizky Nazar;Michelle Ziudith;Jennifer Coppen;Ephy Sekuriti
Cinta Fitri;2021;TV-14; Drama, Romance            ;35 min;8,3;673;Tissa Biani Azzahra;Rizky Nazar;Omar Daniel;Josephine Firmstone;N/A
Alphabet;2016;13+; Romance            ;;;;Cassandra Lee;Rizky Nazar;Surya Saputra;Ira Wibowo;N/A
Till Death Do Us Part;2021;13+; Action, Comedy, Drama            ;81 min;5,6;244;Anggy Umbara;Rizky Nazar;Syifa Hadju;Verdi Solaiman;Arief Didu
Satria Dewa: Gatotkaca;2022;TV-14; Action, Adventure, Drama            ;129 min;6,4;264;Hanung Bramantyo;Rizky Nazar;Yasmin Napper;Omar Daniel;Ali Fikry
The Infamous Leader of Indonesia's Debt Forgiveness Cult;2018;13+; Documentary, Short            ;23 min;;;Arman Dzidzovic;Rizky Rahadianto;Jonathan Vit;N/A;N/A
Meet the Infamous Debt Collectors of Indonesia;2018;13+; Documentary, Short            ;23 min;;;Arman Dzidzovic;Rizky Rahadianto;N/A;N/A;N/A
The Debt Fathers: Inside Indonesia's Debt Collecting Industry;2018;13+; Documentary, Short            ;23 min;;;Arman Dzidzovic;Rizky Rahadianto;N/A;N/A;N/A
Hantu Merah Casablanca;2014;13+; Horror            ;85 min;;;Dedy Mercy;Rizuka Amor;Eva Asmarani;Hengky Kurniawan Chova;Rocky Jeff
As Worlds Divide;2017;13+; Documentary            ;87 min;;;Rob Henry;Rob Henry;N/A;N/A;N/A
Dilema;2011;D; Crime, Drama            ;100 min;7,3;67;Adilla Dimitri;Robby Ertanto;Rinaldy Puspoyo;Robert Ronny;Kenes Andari
Kites and Monsters;2000;SU; Documentary, Short, Biography            ;23 min;;;Robert Lemelson;Robert Lemelson;N/A;N/A;N/A
Obrolan, Meja Makan dan Piring Ketiga;2020;SU; Short, Drama            ;13 min;;;Anjani Dhita Palupy;Robiana Kardano;Dicky Ahmad;N/A;N/A
Mortal Enemies;2011;R; Action, Crime            ;103 min;5,9;122;Asun Mawardi;Robin Shou;Verdy Bhawanta;Yayu A.W. Unru;Marcio Fernando Da Silva
Sisi Manis;2020;13+; Drama            ;;;;Aldhi Bibiw Suharso;Rofiqoh Nur Ashriany;Ting-Yung Chang;Nguyen Dinh Phuong;N/A
#StopOnYou;2021;TV-14; Drama, Romance            ;100 min;5,4;17;Indra Gunawan;Roger Danuarta;Cut Meyriska;Salshabilla Adriani;Roy Marten
Ajari Aku Islam;2019;13+; Drama            ;93 min;7,8;61;Deni Pusung;Roger Danuarta;Cut Meyriska;Shinta Naomi;Miqdad Addausy
Sunrise in the Forest;2019;13+; Short, Drama            ;17 min;;;Samuel Ruby;Ronny P. Tjandra;Bintang Qeyzar Davilla;N/A;N/A
Rosa;2018;13+; Documentary, Short            ;24 min;;;Rizki Mei Kurniawan;Rosa;N/A;N/A;N/A
Prenjak;2016;13+; Short, Drama            ;13 min;8,5;59;Wregas Bhanuteja;Rosa Winenggar;Yohanes Budyambara;Hosea Hatmaji;Banyu Bening
Roy Kiyoshi: The Untold Story;2019;17+; Horror            ;86 min;1,9;76;Jose Poernomo;Roy Kiyoshi;Angel Karamoy;Olga Lydia;Clarice Cutie
Star Stealer;2020;13+; Comedy, Crime, Drama            ;30 min;8,2;6;Syafira Haddad;Roy Sungkono;Clairine Clay;Shenina Cinnamon;N/A
Two Language and A Sausage;2021;13+; Short, Drama            ;15 min;;;Melarissa Sjarief;Runny Rudiyanti;Ryan Adriandhy;Nastiti Dewanti Basudewa;Gupta Gautama
Kutukan Suster Ngesot;2009;13+; Horror            ;90 min;4;30;David Purnomo;Rustam Anwar;Celine Evangelista;Fanny Ghassani;Beauty Lupita
Ada Hantu di Museum?;2021;13+; Comedy, Horror            ;12 min;;;Tubagus Ali;Ruth Marini;N/A;N/A;N/A
#66: Action Sequences;2016;13+; Short, Action            ;5 min;;;Asun Mawardi;Ryan Adrian Tedja;Asun Mawardi;Fandy Christian;Franki Darmawan
Malam Minggu Miko Movie;2014;R; Comedy            ;90 min;6,8;48;Raditya Dika;Ryan Adriandhy;Sheila Dara Aisha;Syaiful Akbar;Andovi Da Lopez
Hati-Hati, Hati;2022;13+; Short, Drama, Family            ;15 min;;;Devika Leksono;Ryan Andreas;Hendra Louis Alexander Eman;Axshan Diaz;N/A
Andra Cari Cinta;2009;13+; Romance            ;;;;Niken Anjani;Ryan Delon;Eza Giunino;Indah Indriana;N/A
Ma'rifat Cinta;2014;13+; Drama            ;;;;Fernes Feriana;Ryan Putri;Waqid Shelby;N/A;N/A
Sepuluh Meter;2020;13+; Short, Drama            ;22 min;8,3;7;Yandy Laurens;Sabai Morscheck;Ringgo Agus Rahman;Ernest Syarif;Nirina Zubir
Lari Dari Kawin Lari;2015;13+; Comedy            ;75 min;9,1;7;Dwi Ilalang;Sabai Morscheck;Ringgo Agus Rahman;N/A;N/A
Mantan IPA & IPS;2022;13+; Drama, Romance            ;90 min;;;Amin Ishaq;Safira Ratu Sofya;Naimma Aljufri;Arbani Yasiz;Ratu Sofya
Cin(T)a;2009;D; Drama, Romance            ;78 min;7,6;231;Sammaria Simanjuntak;Sahat Gultom;Saira Jihan;Sunny Soon;N/A
The East;2019;13+; Comedy            ;;;;Gista Putri;Sahira Anjani;Tanta Ginting;Caesar Gunawan;N/A
Salah Gaul;2012;SU; Documentary, Short, Comedy            ;18 min;;;Abdul Razzaq;Sahree Ramadhan;Dwi Ayu;Intan Ayu;Fandimantoro
Putri Duyung Reborn;2017;13+; Fantasy            ;;;;Fuad Alkhar;Sahrul Gunawan;Mikaila Patritz;N/A;N/A
Kamis Ke 300;2014;SU; Short, Drama            ;22 min;;;Happy Salma;Saifu Anwar;David;Dinda Rubi Dayana;Muhammad Husein Haikal
Kalau;2020;SU; Drama            ;;8,3;6;Safa Prasodjo;Saktia Oktapyani;Shania Junianatha;Ganang Sadewa;N/A
Of Love and Eggs;2004;13+; Drama            ;100 min;7,2;61;Garin Nugroho;Sakurta H. Ginting;Didi Petet;Jaja Mihardja;Fauzi Baadila
Jakarta Ghost Seeker;2015;13+; Horror            ;94 min;;;Rico M. Bradley;Sally Jackson;Melody Prima;Simon Rama;Yatie Surachman
Ruang Sunyi;2019;13+; Short, Drama            ;22 min;;;Zacky Aulia El Syahiq;Salma Naqib Faradisa;Firman Hadi;Ifo Herwanti;Dadang Jakania
What's My Name;2019;13+; Short, Drama            ;7 min;;;Kristikania;Salma Rizqi Fadhila;Ribka Kathryn;Tam Notosusanto;Windha Satya
Aku Lupa Aku Luka;2021;R13+; Horror, Thriller            ;60 min;5,9;8;Dyan Sunu Prastowo;Salshabilla Adriani;Junior Roberts;Jerome Kurnia;Dewa Dayana
Aku Lupa Aku Luka;2021;R13+; Horror, Thriller            ;60 min;;;Dyan Sunu Prastowo;Salshabilla Adriani;Junior Roberts;Jerome Kurnia;Dewa Dayana
Ritual;2019;13+; Horror            ;72 min;4,4;11;Findo Purwono;Salshabilla Adriani;Richelle Georgette Skornicki;Ferry Ardiansyah;Alzi Markers
Seruan Setan;2018;13+; Horror            ;99 min;4,8;5;Findo Purwono;Salshabilla Adriani;Stefhani Zamora Husen;Rheina Maryana;Devin Putra
Petualangan Singa Pemberani;2012;13+; Animation, Family            ;92 min;4,4;9;Lee Croudy;Salvador Simó;Giring Ganesha;Putri Titian;Özge Özpirinçci
Lily Bunga Terakhirku;2015;17+; Drama, Thriller            ;83 min;7,4;17;Indra Birowo;Salvita Decorte;Baim Wong;Wulan Guritno;Haykal
The Portrait of a Nightmare;2020;13+; Drama            ;84 min;3,4;12;Ismail Basbeth;Salvita Decorte;Cornelio Sunny;Karina Salim;Annisa Hertami Kusumastuti
Nurut Dong;2022;13+; Short, Comedy, Drama            ;7 min;;;Bryan Kristhoporus Gondo;Samuel Julistian;Indra Permana;N/A;N/A
A Fish Full of Dollars;2016;13+; Documentary            ;51 min;;;Adrienne Gittus;Samuel Mason;N/A;N/A;N/A
Aku Bukan Wanita Pilihan;2022;13+; Drama, Romance            ;10 min;;;Doddy Djanas;Samuel Zylgwyn;Jonas Rivanno;Hesti Putri;Nasya Marcella
Leak (Penangkeb);2019;17+; Horror            ;75 min;6,6;9;Mimi Jegon;Sandra;Yunda;Edy;Kayun
Tarzan ke Kota;2008;13+; Comedy            ;90 min;4;9;Reka Wijaya;Sandra Dewi;Ajul Jiung;Vincent Ryan Rompies;H.I.M. Damsyik
Langit Ke-7;2012;13+; Drama            ;92 min;;;Rudy Soedjarwo;Sandra Dewi;Bonita Lauwoie;Taskya Namya;Atika Noviasti
Quickie Express;2007;17+; Comedy, Drama, Romance            ;117 min;6,9;413;Dimas Djayadiningrat;Sandra Dewi;Reuben Elishama;Ria Irawan;Melissa Karim
Kuntilanak 2;2019;13+; Horror            ;100 min;4,2;123;Rizal Mantovani;Sandrinna Michelle;Andryan Bima;Ali Fikry;Adlu Fahrezi
The Chanting Revisited;2018;TV-14; Comedy, Horror            ;105 min;4,6;706;Rizal Mantovani;Sandrinna Michelle;Aurélie Moeremans;Fero Walandouw;Nena Rosier
The Dari Jendela SMP Movie;2022;TV-PG; Drama, Fantasy            ;104 min;7,2;23;Indrayanto Kurniawan;Sandrinna Michelle;Rey Bong;Emiliano Fernando Cortizo;Safira Ratu Sofya
The Teacher;2021;SU; Action, Comedy, Family            ;80 min;;;Sarjono Sutrisno;Sani Adhitama;Aek Bewava;Kevin Bzezovski;Babe Cabita
Lorong Waktu: Animasi;2019;SU; Animation, Adventure, Comedy            ;7 min;8,8;10;Deddy Mizwar;Santosa Amin;Novalina Nasution;Endang Sunaini;N/A
Monographs;2020;13+; Documentary;152 min;;;Kush Badhwar;Saodat Ismailova;Maja Korbecka;Raya Martin;Arnont Nongyao
Susuk Pocong;2009;13+; Horror            ;122 min;2,9;24;Findo Purwono;Saptadji;Andi Soraya;Dewi Perssik;Restu Sinaga
Wengi: Anak Mayit;2018;13+; Horror            ;76 min;7;18;Nayato Fio Nuala;Sara Wijayanto;Atiyah Shahab;Demian;Dwi Surya
Arwah Noni Belanda;2019;17+; Horror            ;75 min;6,8;14;Agus Pestol;Sara Wijayanto;Milena Tunguz;Nayla D. Purnama;Willem Bevers
Hantu Cantik Kok Ngompol;2016;13+; Horror            ;78 min;;;Emil G. Hampp;Sarah Azhari;Nana Mirdad;N/A;N/A
Guardian;2014;17+; Action, Thriller            ;91 min;4;192;Helfi C.H. Kardit;Sarah Carter;Tio Pakusadewo;Nino Fernandez;Dominique Agisca Diyose
Profil Pelajar Pancasila - Mandiri;2021;13+; Short            ;1 min;;;Andrew Trigg;Sary Latief;N/A;N/A;N/A
Mulai Bicara (Start Talking);2018;13+; Short            ;2 min;;;Andrew Trigg;Sary Latief;Tam Notosusanto;N/A;N/A
All Living Beings;2019;13+; Short, Fantasy, History            ;17 min;;;Rama Bayu Aji;Sasqia Ardelianca;Dayu Aryani;Dibal Ranuh;N/A
The Sons;2018;13+; Short, Drama            ;15 min;7,2;10;Wahyu Agung Prasetyo;Satrio Satya Purnama;Mahrival Surya Manggala;Muhammad Khildan Habibie;Khoirul Ilyas Aryatmaja
Decaffeinated;2013;13+; Short, Drama, Romance            ;6 min;;;Luhki Herwanayogi;Satriyo Hanindhito;Adi Wijoyo;N/A;N/A
On Friday Noon;2016;13+; Short, Drama            ;13 min;6,6;11;Luhki Herwanayogi;Satriyo Hanindhito;N/A;N/A;N/A
Ajeng Ajeng;2004;13+; Documentary, Short            ;30 min;3,6;9;Joko Anwar;Sekar Ayu Asmara;Dhanny Dahlan;Dinar;Donna Harun
Siti;2014;D; Drama            ;95 min;7,4;245;Eddie Cahyono;Sekar Sari;Bintang Timur Widodo;Titi Dibyo;Ibnu Widodo
Moth;2017;13+; Short, Drama            ;10 min;;;Adrian Scanlon;Sekar Sari;N/A;N/A;N/A
Jakarta 2033;2018;13+; Action, Sci-Fi, Thriller            ;12 min;;;Nier Castielroy;Semual Harris Glasfel;Anna Kulishova;Livia Madinah;N/A
Ave Maryam;2018;17+; Drama, Romance            ;85 min;6,9;505;Robby Ertanto;Sendy Febrina;Maudy Koesnaedi;Chicco Jerikho;Tutie Kirana
The Gendhong Women of Beringharjo Market;2020;13+; Documentary, Short, Biography            ;15 min;;;Nurina Malinda;Seng-Guan Yeoh;N/A;N/A;N/A
A Boring Couple Conversation;2019;13+; Short            ;10 min;;;Hafidz Nur Rahmadi;Serly Ardiana;Galih Rama;N/A;N/A
Riding the Lights;2013;SU; Short, Drama            ;13 min;;;Jeihan Angga;Seta Aditya;Yokano Bibi Jorka;N/A;N/A
An Essence of Wind;2010;13+; Short, Drama            ;25 min;;;Aldo Swastia;Sha Ine Febriyanti;Adi Jaya;N/A;N/A
Nay;2015;17+; Drama            ;80 min;6,9;13;Djenar Maesa Ayu;Sha Ine Febriyanti;Cinta Ramlan;Farishad I. Latjuba;Joko Anwar
Kita Versus Korupsi;2012;13+; Drama            ;72 min;;;Lasja Fauzia;Sha Ine Febriyanti;Emil Heradi;Chairun Nissa;T. Rifnu Wikana
Dajang Soembi, the Woman Who Was Married to a Dog;2005;13+; Short            ;7 min;6,6;11;Edwin;Sha Ine Febriyanti;Faozan Rizal;N/A;N/A
Beth;2002;13+; Drama, Romance            ;84 min;5,9;21;Aria Kusumadewa;Sha Ine Febriyanti;Lola Amaria;Nurul Arifin;Bucek Depp
Turis Romantis;2015;13+; Romance            ;95 min;7,2;110;Senoaji Julius;Shaheer Sheikh;Kirana Larasati;Mike Lucock;N/A
Roro Jonggrang;2016;13+; Adventure            ;45 min;8,7;14;Ravi Bhatia;Shaheer Sheikh;N/A;N/A;N/A
Malaikat Kecil dari India;2016;SU; Drama            ;60 min;9,1;19;Nadila Ernesta;Shaheer Sheikh;N/A;N/A;N/A
Code Helix;2022;13+; Drama, Mystery            ;44 min;9,1;39;Verdi Solaiman;Shakira Jasmine;Teuku Ryzki;Ashira Zamita;Ajil Ditto
Pocong;2006;D; Drama, Horror, Thriller            ;90 min;5,8;46;Rudy Soedjarwo;Shally Tria Amanda;Ronald Kansil;Eddie Karsito;Kinaryosih
Bila;2012;13+; Drama            ;84 min;5,3;12;Nayato Fio Nuala;Shalvynne;Stefan William;Karina Meita;Ajun Perwira
Kutuk;2019;17+; Horror            ;82 min;6,4;31;Rudi Aryanto;Shandy Aulia;Alice Norin;Stuart Collin;Vitta Mariana Barrazza
Perjanjian dengan Iblis;2019;17+; Horror            ;80 min;5,6;33;Ardy Octaviand;Shandy Aulia;Artika Sari Devi;Aghi Narottama;Basmalah Gralind
Rumah Gurita;2014;13+; Drama, Horror, Mystery            ;105 min;7,5;88;Jose Poernomo;Shandy Aulia;Boy William;Kemal Palevi;Maria Sabta
Tarot;2015;13+; Drama, Horror, Mystery            ;119 min;7,1;113;Jose Poernomo;Shandy Aulia;Boy William;Sara Wijayanto;Aurélie Moeremans
