Title;Year;Rated;Genre;Runtime (Minutes);Rating;Votes;Director;Star 1;Star 2;Star 3;Star 4
Hulahoop Soundings;2008;13+; Short, Mystery            ;7 min;6,9;25;Edwin;Ladya Cheryl;Heidy Trisiana Triswan;Nicholas Saputra;N/A
Postcards from the Zoo;2012;13+; Drama            ;95 min;6,3;305;Edwin;Ladya Cheryl;Nicholas Saputra;Adjie Nur Ahmad;Klarysa Aurelia
Kuambil Lagi Hatiku;2019;13+; Drama            ;123 min;8,3;6;Azhar Kinoi Lubis;Lala Karmela;Cut Mini Theo;Sahil Shah;Ria Irawan
Menggayut Harapan Ditengah Pengucilan;2010;13+; Documentary, Short, Biography            ;28 min;;;Erik Lofting;Lalang Wardoyo;N/A;N/A;N/A
Bring Me the Moon, Mom;2012;SU; Drama, Family, Fantasy            ;90 min;7;23;Ifa Isfansyah;Lana Nitibaskara;Agus Kuncoro;Astri Nurdin;Landung Simatupang
Bukan Anak Meriam;2022;13+; Short, Comedy, Drama            ;11 min;;;Nehemia Pareang;Laras Sardi;Erick Estrada;Dina Triastuti;Jehan Fransisca
The Rootless Bloom;2022;13+; Short, Drama            ;7 min;;;Rein Maychaelson;Larissa;Abby Latip;N/A;N/A
Aisyah: Biarkan Kami Bersaudara;2016;13+; Drama            ;109 min;8,6;14;Herwin Novianto;Laudya Cynthia Bella;Agung Isya Almasie Benu;Wilhelmina Seo Enok;Lydia Kandou
Virgin;2004;17+; Drama            ;114 min;5,6;86;Hanny Saputra;Laudya Cynthia Bella;Ardina Rasti;Angie Virgin;Mike Lucock
Under the Protection of Ka'bah;2011;13+; Drama, Romance            ;121 min;6,5;117;Hanny Saputra;Laudya Cynthia Bella;Herjunot Ali;Niken Anjani;Tarra Budiman
Kakak;2015;13+; Horror            ;87 min;5,9;18;Ivander Tedjasukmana;Laudya Cynthia Bella;Surya Saputra;Yafi Tesa Zahara;Ence Bagus
SMS: Suka Ma Suka;2009;13+; Comedy, Drama            ;90 min;5;14;Encep Masduki;Laudya Cynthia Bella;Teuku Wisnu;Rezky Aditya;Jarwo Kwat
Republic of Twitter;2012;13+; Drama            ;105 min;7,3;65;Kuntz Agus;Laura Basuki;Abimana Aryasatya;Ben Kasyafani;Jennifer Arnelita
Susi Susanti: Love All;2019;TV-14; Biography, Drama, Sport            ;96 min;7,4;301;Sim F.;Laura Basuki;Dion Wiyoko;Jenny Chang;Lukman Sardi
Di Timur Matahari;2012;13+; Drama, Family            ;110 min;8,4;86;Ari Sihasale;Laura Basuki;Lukman Sardi;Ringgo Agus Rahman;Michael Jakarimilena
Perjalanan Terbaik Sepanjang Masa;2022;13+; Drama            ;55 min;;;Dion Wiyoko;Laura Basuki;Maisha Kanna;Jovarel Callum;N/A
Sementara, Selamanya;2020;13+; Drama            ;56 min;6,4;34;Reza Rahadian;Laura Basuki;Ruth Marini;Christine Hakim;N/A
Madre;2013;13+; Drama            ;107 min;7,6;76;Benni Setiawan;Laura Basuki;Vino G. Bastian;R. Chaeruli;Framly Daniel
Brata;2020;13+; Crime, Drama, Thriller            ;42 min;9;74;Oka Antara;Laura Basuki;Yayu A.W. Unru;Haydar Salishz;N/A
Serigala Bucin;2022;13+; Drama            ;10 min;;;Amin Ishaq;Laura Christina Moane;Jordy Rizkyanda;Jeff Smith;N/A
Lost;2018;17+; Horror            ;90 min;5,4;112;Sammaria Simanjuntak;Laura Theux;Rebecca Klopper;Vonny Cornellya;Endy Arfian
Membabi Buta;2017;13+; Thriller            ;109 min;5,5;11;Joel Fadli;Lenny Charlote;Prisia Nasution;Ivanka Suwandi;N/A
Tapi bukan aku;2008;13+; Drama            ;96 min;;;Irwan Siregar;Leony Vitria Hartanti;Adeff;Titi Qadarsih;Dian Nitami
Angel Finds Wings;2020;TV-14; Drama            ;89 min;7,1;38;Aria Kusumadewa;Leony Vitria Hartanti;Rizky Hanggono;Nano Riantiarno;Fransiskus Michael
Assassination Job;2013;13+; Short, Action, Thriller            ;2 min;;;Jossen Eliata Thenario;Lesley Kurniawan;Denilson Susanto;N/A;N/A
Deadlock;2015;13+; Short, Action            ;2 min;;;Jossen Eliata Thenario;Lesley Kurniawan;Denilson Susanto;N/A;N/A
Impian Kemarau;2004;13+; Drama            ;86 min;7,4;18;Ravi L. Bharwani;Levie Hardigan;Ria Irawan;Jabrik Gelanggang;Moertri Purnomo
Akibat Pergaulan Bebas 2;2011;13+; Drama            ;81 min;4;25;Findo Purwono;Lia Aulia;Tasya Djerly Emor;Keith Foo;Rocky Jeff
Tak Biasa;2004;13+; Comedy            ;146 min;7,3;7;Jose Poernomo;Lia Chandra;Novie Emerson;Miea Kusuma;Akhdiyat Duta Modjo
Angker;2014;13+; Horror            ;90 min;6,3;18;Muhammad Yusuf;Lia Waode;Muhammad Iqbal;Armeena Yusuf;Adinda Divia
Durian;2003;13+; Drama, Short            ;15 min;7;5;Farishad I. Latjuba;Lidia Andriani;Daswara;Kevin Johnson Ginting;Jajang C. Noer
A Grandpa's Uniform and the Other Things of Fear;2022;13+; Short, Drama, Horror            ;20 min;;;Christian Banisrael;Liek Suyatno;Maulana Mas;Seteng Yuniawan;N/A
Gandik;2019;13+; Short, Drama            ;17 min;;;Noprian Rauhul;Liek Suyatno;Sukarni;N/A;N/A
Pancasila Dekat Dengan Kita;2018;13+; Documentary, Short            ;17 min;;;Jeanne Françoise;Lifany Husnul Kurnia;Kol Mitro Prihantoro;Yulis Susilawaty;Let Kol Herlina Tarigan
Film Is My Life;2015;SU; Short, Comedy, Drama            ;15 min;;;Narindro Aryo Hutomo;Lilik Qusairi;Nurmaleha Ismail;Hari Arifin;Narindro Aryo Hutomo
Rawuh (Ora Melu Gawe);2019;SU; Short, Comedy            ;33 min;;;Agung Kurniawan;Lingga Haresyah;Candra Irawan;Laras Prihandini;M. Ridwan
Disconnected 2021;2021;SU; Drama            ;23 min;9,3;6; Arief Budiman;Lionil Hendrik;Jovvana;Okka Pratama;N/A
The Love Language;2021;SU; Romance            ;;;;Otoy Witoyo;Lionil Hendrik;Gesya Shandy;N/A;N/A
Suwung;2019;17+; Horror            ;88 min;;;Hamka Winovan;Lionil Hendrik;Weni Panca;Inez Fahri;Nani Yudi
Ketupat dan Opor Lebaran;2021;SU; Short, Drama            ;6 min;;;Aldis Elwan;Lisa Muradi;Afalita Intan Givari;Fanya Putri;Billy Pratama
A Faerie's Wanderlust;2017;R; Short, Romance            ;8 min;;;Julio Rionaldo;Livi Ciananta;Ahmad Kamal;Dimas Agung Prasetiyo;N/A
Take Good Care, Dalena;2011;SU; Short, Adventure, Drama            ;7 min;;;Victorio Utomo;Livinia Deandini Adriana;Patricia Tiara Anjani;Alena Gladis Ardelia;Stephanie Dwijanti
