Title;Year;Rated;Genre;Runtime (Minutes);Rating;Votes;Director;Star 1;Star 2;Star 3;Star 4
Panggil Namaku 3×;2005;13+; Horror            ;97;5,2;31;Nayato Fio Nuala;Huwaida Ahmad;Raffi Ahmad;Thya Ariestya;Nita Ferlina
Tusuk Jelangkung;2003;13+; Horror, Mystery            ;103;6;162;Dimas Djayadiningrat;Ian Bahtiar;Thomas Nawilis;Dinna Olivia;Samuel Rizal
Yours Truly;2011;13+; Short, Horror            ;17;1,7;112;Elvira Kusno;Ian Salim;Todi Pandapotan;Kyla White;
The Flame (Bara);2021;SU; Documentary            ;76;8,4;63;Arfan Sabran;Iber Djamal;;;
Scandal;2022;17+; Mystery            ;39;1,5;14;Lasja F. Susatyo;Ibnu Jamil;Maddy Slinger;Cinta Brian;Atiqah Hasiholan
Unconcealed Poetry;2000;13+; Documentary, Drama            ;90;7,5;37;Garin Nugroho;Ibrahim Kadir;Berliana Febryanti;José Rizal Manua;Ella Gayo
Webseriesnya Radit;2021;13+; Comedy            ;83;7,5;6;Raditya Dika;Ical Kate;Hadian Saputra;Anissa Aziza;
Belkibolang;2011;13+; Drama            ;87;5,9;25;Edwin;Ifa Isfansyah;Azhar Kinoi Lubis;Rico Marpaung;Wisnu Surya Pratama
Losmen Bu Broto;2021;TV-14; Drama            ;109;7,8;114;Eddie Cahyono;Ifa Isfansyah;Maudy Koesnaedi;Mathias Muchus;Putri Marino
Air Mata Surga;2003;13+; Short, Drama            ;38;7,1;7;Eddie Cahyono;Ifa Isfansyah;Muhammad Fendy Riyadi;;
Heart Beat;2015;SU; Drama            ;92;7,7;10;Hadrah Daeng Ratu;Ify Alyssa;Sivia Azizah;Agatha Pricilla;Purwacaraka
Sintas;2018;13+; Documentary            ;81;2,6;13;Mahatma Putra;Ika Agustin;Tati Kurniati;Siti Romlah;Feny Tjong
Mayar;2002;13+; Short, Drama            ;32;7,4;16;Ifa Isfansyah;Ika Krismantary;;;
Gaby dan Lagunya;2010;13+; Drama            ;90;6,7;20;Nayato Fio Nuala;Ikbal Azhari;Rendy Kjaernett;Leylarey Lesesne;Karina Nadila
Jenglot Redemption;2021;13+; Short, Comedy, Horror            ;20;6,1;10;Paundra Wibatsu;Ikbal Trihatmojo;Yoga Rhiziano;Sanada Karisma;Yunus Hendarsin
The Raid: Redemption;2011;R; Action, Crime, Thriller            ;101;7,6;205394;Gareth Evans;Iko Uwais;Ananda George;Ray Sahetapy;Donny Alamsyah
The Night Comes for Us;2018;TV-MA; Action, Thriller            ;121;6,9;26440;Timo Tjahjanto;Iko Uwais;Joe Taslim;Hannah Al Rashid;Julie Estelle
Merantau;2009;R; Action, Drama            ;134;6,7;10980;Gareth Evans;Iko Uwais;Sisca Jessica;Christine Hakim;Mads Koudal
The Raid 2;2014;R; Action, Crime, Thriller            ;150;7,9;123847;Gareth Evans;Iko Uwais;Yayan Ruhian;Arifin Putra;Oka Antara
Sang Saudagar #Tabepuang;2022;R13+; Comedy, Crime            ;91;9,2;61;Asril Sani;Ikram Noer;Reza Pahlevi;Uyha Mahmud;Indah Noyha
Under the Tree;2008;13+; Drama            ;104;6,8;64;Garin Nugroho;Ikranagara;Ayu Laksmi;Nadia Saphira;Dwi Sasono
The Clerics;2013;SU; Action, Biography, Drama            ;136;6,9;153;Rako Prijanto;Ikranagara;Christine Hakim;Agus Kuncoro;Adipati Dolken
Sihung;2016;13+; Documentary            ;65;5,6;128;Esa Hari Akbar;Ilma Nurjanah;Ade Rohmat;Abah Entang;Heru
Sawadikap;2016;13+; Horror            ;88;9,1;104;Andreas Sullivan;Ilona Cecilia;Kiky Drajat;Lionil Hendrik;Zacky Zimah
Mother's Gift;2014;13+; Short, Drama, Family            ;5;7,8;80;Girard Tecson;Ilona Tion;;;
Pintu Harmonika;2013;13+; Comedy, Drama, Thriller            ;89;2,1;56;Luna Maya;Ilya Sigma;Sigi Wimala;Donny Damara;Fauzan Nasrul
Standing on the Edge of a Thorn;2012;13+; Documentary, Short, Biography            ;33;8,2;32;Robert Lemelson;Imam Rohani;Lisa Rohani;Tri;
Tellurian Drama;2020;13+; Short            ;26;5,4;8;Riar Rizaldi;Iman Jimbot;;;
The Ghost of Mortuary;2009;13+; Horror, Mystery, Thriller            ;85;5;43;Nayato Fio Nuala;Imelda Lubis;Uwie Jasmine;Mandala Abadi Shoji;Julia Perez
Lily of the Valley;2020;13+; Drama            ;45;7,7;22;Giovanni Rustanto;Imelda Therinne;Adhisty Zara;Farish Nahdi;Andryanto
Project: Golgotha;2022;13+; Mystery            ;46;7,3;83;Renaldo Samsara;Imelda Therinne;Aurora Ribero;Revaldo;Kevin Julio
Qodrat;2022;17+; Horror            ;102;7,4;144;Charles Gozali;Imron Ayikayu;Vino G. Bastian;Marsha Timothy;Maudy Effrosina
Pelukan Janda Hantu Gerondong;2011;13+; Horror            ;75;3,8;22;Helfi C.H. Kardit;Indah Kalalo;Aida Saskia;Shidiq Hamidi;Adam Jordan
Darah Perawan Bulan Madu;2009;13+; Horror, Romance            ;87;5,2;29;Hartawan Triguna;Indah Kalalo;Restu Sinaga;Yogi Aldi;Adelia Rasya
Kolak Express 3;2022;13+; Comedy, Drama            ;10;4,6;106;Emil Heradi;Indah Kusuma;Yudha Keling;Patricia Lourence;Kevin Julio
A: Me, Hate and Love;2017;TV-14; Drama, Romance            ;94;6,9;184;Rizki Balki;Indah Permatasari;Jefri Nichol;Amanda Rawles;Brandon Salim
After School Horror;2014;13+; Horror            ;77;7,2;244;Nayato Fio Nuala;Indah Permatasari;Maxime Bouttier;Christ Laurent;Pamela Bowie
Wedding Agreement;2019;17+; Drama, Romance            ;100;7,1;305;Archie Hekagery;Indah Permatasari;Refal Hady;Aghniny Haque;Jeff Smith
Creepy Valentine;2022;13+; Short, Drama, Horror            ;20;9,1;7;Chicco Kurniawan;Indira Ayu Maharani;Hifzane Bob;Sani Fahreza;
The Day the Sky Roared;2015;13+; Short, Drama, Thriller            ;10;6,2;5;Jason Iskandar;Indira Handawi;Teresa Handawi;Roselina Lie;
Bad Wolves;2005;13+; Action            ;122;8;22;Richard Buntario;Indra Bekti;Sultan Djorghi;Ivan Gunawan;Zack Lee
Pocong Keliling;2010;13+; Comedy, Horror            ;87;4,2;45;Viva Westi;Indra Birowo;Adipati Dolken;Donita;Indah Kalalo
Rumah Ketujuh;2003;13+; Comedy, Romance            ;90;5,1;34;Rudy Soedjarwo;Indra Birowo;Andhara Early;Gary M. Iskak;Dewi Rezer
Maling Kutang;2009;13+; Comedy            ;85;3,5;30;Rako Prijanto;Indra Birowo;Deswita Maharani;Kinaryosih;Arie K. Untung
The Maling Kuburans;2009;13+; Comedy            ;90;7,2;12;Dwi Ilalang;Indra Birowo;Donita;Heri Savalas;Syahrini
3600 Detik;2014;13+; Drama, Romance            ;90;6,7;46;Nayato Fio Nuala;Indra Birowo;Ponco Buwono;Febby Febiola;Wulan Guritno
Extravaganza;2009;13+; Comedy            ;83;7,6;12;Ence Bagus;Indra Birowo;Sogi Indra Dhuaja;Gilang Dirgahari;
Komedi Gokil 2;2016;13+; Comedy            ;93;7,3;6;Cuk Fk;Indro Warkop;Boris Bokir;Muhadkly Acho;Lolox
Yang Patah Tumbuh, Yang Hilang Berganti;2022;13+; Drama            ;85;9,2;12;Herwin Novianto;Indro Warkop;Clara Bernadeth;Donny Damara;Endah Laras
Keluarga Slamet;2022;13+; Comedy, Drama            ;97;3,5;18;Rako Prijanto;Indro Warkop;Desy Ratnasari;Onadio Leonardo;Abun Sungkar
Security Ugal-Ugalan;2017;13+; Action, Comedy            ;98;6,7;24;Irham Acho Bahtiar;Indro Warkop;Muhadkly Acho;Lolox;Sadana Agung Sulistya
Cai Lan Gong;2015;13+; Horror            ;83;5,7;12;David Purnomo;Ineke Valentina;Ronny P. Tjandra;Anthony Xie;Rezca Syam
Rinda The Series;2019;13+; Short, Adventure            ;10;7;10;Ahmad Lutfi Muzakky;Ines Larasati;Joerdy Ramadhan;Sophia Rusdyanto;
TURN ME: a Fashion Film;2019;13+; Short            ;10;7,3;9;Muhammad Aditya Saputra;Innasya Tania;;;
Di bawah langit;2010;13+; Drama            ;90;8,8;7;Opick;Inneke Koesherawati;Agus Kuncoro;Dolly Martin;Opick
Cahaya;2012;13+; Short, Adventure, Drama            ;10;8;6;Jean E. Lee;Inneke Sepiaherawati;Hasannudin None;;
Naruto bersyukur;2010;13+; Short            ;10;5,8;5;Marsha Timothy;Inong Nidya Ayu;Ary Kirana;Vincent Rompies;M. Satria
Mbok Mikir!;2006;13+; Short, Drama            ;12;9,7;31;Yuda Kurniawan;Intan Nurul;Muhammad Syarifuddin;;
Ada Cinta Di SMA;2016;13+; Drama, Musical, Romance            ;120;7,2;57;Patrick Effendy;Iqbaal Dhiafakhri Ramadhan;Alvaro Maldini Siregar;Teuku Ryzki;Caitlin Halderman
Stealing Raden Saleh;2022;TV-14; Action, Drama            ;154;8,1;958;Angga Dwimas Sasongko;Iqbaal Dhiafakhri Ramadhan;Angga Yunanda;Rachel Amanda;Umay Shahab
Ali & the Queens;2021;TV-14; Comedy, Drama            ;100;7;1291;Lucky Kuswandi;Iqbaal Dhiafakhri Ramadhan;Aurora Ribero;Nirina Zubir;Tika Panggabean
This Earth of Mankind;2019;TV-MA; Drama, History            ;181;6,9;774;Hanung Bramantyo;Iqbaal Dhiafakhri Ramadhan;Mawar Eva de Jongh;Sha Ine Febriyanti;Giorgino Abraham
CJR the Movie: Lawan Rasa Takutmu;2015;13+; Drama, Family, Musical            ;90;7,8;40;Patrick Effendy;Iqbaal Dhiafakhri Ramadhan;Teuku Ryzki;Alvaro Maldini Siregar;Abimana Aryasatya
Coboy Junior: The Movie;2013;13+; Drama, Family, Musical            ;125;3,5;166;Anggy Umbara;Iqbaal Dhiafakhri Ramadhan;Teuku Ryzki;Bastian Steel;Alvaro Maldini Siregar
Walking Dead - Tomate;2022;R13+; Drama, Horror            ;79;3,6;8;Eka Katili;Iqbal Perdana;Yulinar Arief;Aga Dirgantara;Debby Astuti
Verses of Love;2008;13+; Drama, Romance            ;130;6,9;1186;Hanung Bramantyo;Iqbal Rais;Fedi Nuril;Rianti Cartwright;Carissa Putri
Mother Keder: Emakku Ajaib Bener;2012;13+; Comedy, Drama            ;91;6;8;Eko Nobel;Ira Maya Sopha;Qory Sandioriva;Jill Gladys;Pong Harjatmo
Sang Penari;2011;13+; Drama            ;85;9,8;21;Ifa Isfansyah;Prisia Nasution;Dewi Irawan;Oka Antara;Slamet Rahardjo
The Ambar Child;2020;13+; Short, Horror            ;15;8,1;34;Melvin Giovanie;Irene Sonia;Melvin Giovanie;Wellyranti;Nissy Ariana Meinard
Shoes;2018;13+; Short, Drama            ;7;3,2;47;Richard James Halstead;Irfan Thamrin;Puja Astawa;Devy Gita;Indra Geed Saputra
Indonesian Idol;2014;13+; Game-Show, Music, Reality-TV            ;83;7,7;60;Amelia Natasha;Irgi Fahrezi;Meuthia Kasim;Indra Lesmana;
Cewek Gokil;2011;13+; Comedy, Drama            ;79;6,2;16;Rizal Mantovani;Irina Björklund;Enditha Bonacelli;Pong Harjatmo;Syailendra Soepomo
Kembang Kantil;2018;13+; Horror            ;80;6,2;22;Ubay Fox;Irish Bella;Nafa Urbach;Sarwendah Tan;Richelle Georgette Skornicki
Kuntilanak Kesurupan;2011;D; Comedy, Horror            ;79;2,4;24;Nayato Fio Nuala;Irish Bella;Sazha Carissa;Azis Gagap;Violenzia Jeanette
Curriculum Vitae;2022;13+; Short            ;7;7,9;25;Muhammad Ghitri Yuliandri;Irna Jufe;Anne Yasmine;;
Basahhh...;2008;13+; Comedy            ;89;6,6;27;M. Haikal;Irshadi Bagas;Meriam Bellina;Derry Drajat;Sakurta H. Ginting
Rock n' Roll Onthel;2014;13+; Short, Music            ;7;4,7;72;Anggi Edison;Irvan Muhammad;Yoga Arief Permana;Sansan;Reza Saputra
Cherrybelle: Crush;2014;13+; Comedy, Drama, Musical            ;101;4,3;118;Rizal Mantovani;Irving Artemas;Margareth Angelina;Cherly Yuliana Anggraini;Christy Saura Noela Unu
Miss without Love;2019;13+; Drama, Romance            ;45;8,5;91;Doddy Djanas;Irwansyah;Minati Atmanegara;Haviza Devi Anjani;Chelsea Olivia
Sanctuary (Serenity Cut);2020;13+; Short, Drama, Fantasy            ;6;4,9;65;Nier Castielroy;Ischa Sargita;Hanna Fadhillah;Wisnu Heru Luhur;Nier Castielroy
A Gift;2018;13+; Short            ;15;7,1;39;Aditya Ahmad;Isfira Febiana;Anita Aqshary Thamrin;;
Kita Keluarga;2020;13+; Short, Drama, Family            ;14;5;40;Stefanus Cancan;Isma Imung;Toran Waibro;;
Jo Sahabat Sejati;2022;13+; Adventure, Drama, Family            ;106;8,7;42;Alex Latief;Ismu Tanjung;Amanda Latief;Novika Siregar;Cornel Nadeak
Djakarta-00;2015;13+; Animation, Short            ;9;4,9;44;Galang E. Larope;Ivan Destian;;;
Home made;2012;13+; Short, Thriller            ;13;2,4;46;Zidny Nafian;Ivan Oktavian;Martinus Tito Hendrawan;Savira Nadia Putri;
What's the Point?;2008;13+; Documentary, Short            ;22;6,7;48;Muhammad Ichsan;Iwan Setiawan;;;
D'Academy;2017;13+; Game-Show, Music, Reality-TV            ;240;9,6;50;Beniqno;Iyeth Bustami;Iis Dahlia;Inul Daratista;
Thieves;2014;13+; Short, Drama, Romance            ;12;8,9;52;Kiki Mariana;J Ryan Karsten;Marshall Sastra;Firrina Sinatrya;
Humba Dreams;2019;13+; Drama            ;75;7,1;54;Riri Riza;J.S. Khairen;Ully Triani;Ephy Sekuriti;Margaretha Sene
Tarling is Darling;2017;13+; Documentary            ;109;8;12;Ismail Fahmi Lubish;Jaham;Dewi Kirana;Uki Marzuki;Nano Romanza
Oma the Demonic;2022;D17+; Horror            ;85;3,3;10;Joel Fadly;Jajang C. Noer;Karina Nadila;Syahra Larez;Diah Permatasari
7 Hati, 7 Cinta, 7 Wanita;2010;17+; Drama            ;94;8,2;12;Robby Ertanto;Jajang C. Noer;Marcella Zalianty;Olga Lydia;Happy Salma
Love for Share;2006;17+; Comedy, Drama, Romance            ;120;7,7;415;Nia Di Nata;Jajang C. Noer;Shanty;Dominique Agisca Diyose;El Manik
Ngelimbang;2015;13+; Short, Drama            ;17;7,3;11;Rian Apriansyah;Jalaludin;Andre Saputra;;
After the Dark;2013;R; Drama, Fantasy, Sci-Fi            ;107;5,6;22591;John Huddles;James D'Arcy;Sophie Lowe;Daryl Sabara;Freddie Stroma
Asmara Dua Diana;2009;13+; Comedy, Drama            ;37;5,5;27;Awi Suryadi;Jamie Aditya;Luna Maya;Aura Kasih;José Rizal Manua
Kabayan Jadi Milyuner;2010;13+; Comedy, Drama            ;105;5,3;16;Guntur Soeharjanto;Jamie Aditya;Meriam Bellina;Rianti Cartwright;Melly Goeslaw
Quarantine Tales;2020;13+; Drama, Thriller            ;87;6,2;136;Ifa Isfansyah;Jason Iskandar;Dian Sastrowardoyo;Sidharta Tata;Aco Tenriyagelli
Apakah Cinta Sudah Mati;2016;13+; Fantasy            ;83;8,6;133;Jeremy Ivander;Jason Sebastian;;;
Reconnecting;2022;13+; Short, Comedy, Drama            ;23;8,8;130;Nathanael Tjandra;Jason Sudarta;Lin Neng Yu;Clea Alvina;Kelly Christabelle
Radio Galau FM;2012;13+; Comedy, Drama            ;94;6,7;127;Iqbal Rais;Jay Sukmo;Dimas Anggara;Natasha Rizki;Alisia Rininta
Pengejar Angin;2011;13+; Drama            ;101;7;30;Hanung Bramantyo;Jay Sukmo;Hestu Saputra;Giorgino Abraham;Wanda Hamidah
Get Married 3;2011;13+; Comedy            ;95;5,7;52;Monty Tiwa;Jay Sukmo;Nirina Zubir;Fedi Nuril;Aming Sugandhi
Get Married 2;2009;13+; Comedy            ;92;6,1;102;Hanung Bramantyo;Jay Sukmo;Nirina Zubir;Nino Fernandez;Aming Sugandhi
Potong Bebek Angsa;2012;13+; Action, Comedy            ;75;8,9;70;Alyandra;Jay Sukmo;Ricky Harun;Olivia Lubis Jensen;Dewi Rezer
Iman;2014;13+; Short, Comedy            ;4;2;38;Nurul Ibrahim;Jean Marais;;;
How Are You, Really?;2022;13+; Drama            ;80;7,1;7;Hanny Saputra;Jeff Smith;Jihane Almira;Kevin Julio;
Titisan Setan: Chapter Two;2021;13+; Horror            ;81;5,5;14;Agusti Tanjung;Jeff Smith;Stefhani Zamora Husen;Bryan Andrew;Maura Gabrielle
Something in Between;2018;TV-14; Drama, Fantasy, Romance            ;100;6,9;161;Asep Kusdinar;Jefri Nichol;Amanda Rawles;Naufal Samudra Weichert;Junior Liem
Dear Nathan Hello Salma;2018;13+; Drama, Romance            ;101;7,1;329;Indra Gunawan;Jefri Nichol;Amanda Rawles;Susan Sameh;Devano Danendra
Love like the Falling Rain;2020;TV-14; Adventure, Drama, Fantasy            ;86;4,7;206;Lasja Fauzia;Jefri Nichol;Aurora Ribero;Axel Matthew Thomas;Nadya Arina
Surat Cinta Untuk Starla the Movie;2017;13+; Drama, Romance            ;90;6;484;Rudi Aryanto;Jefri Nichol;Caitlin Halderman;Salshabilla Adriani;Ricky Cuaca
Aum!;2021;D17+; Adventure, Biography, Drama            ;85;7,7;29;Bambang 'Ipoenk' K.M.;Jefri Nichol;Chicco Jerikho;Aksara Dena;Agnes Natasya Tjie
The Exocet;2020;D21+; Drama            ;100;6,2;81;Robby Ertanto;Jefri Nichol;Wulan Guritno;Ganindra Bimo;Jajang C. Noer
Satria Naga: Kai;2019;13+; Action, Fantasy, Sci-Fi            ;24;8,8;69;Reino R. Barack;Jefriadi Rifata;Ferry;Frieska Anastasia Laksani;
Tenripada;2020;13+; Drama            ;83;5,3;57;Syahrir Arsyad Dini;Jeihan Dun;Reza Pahlevi;Saffanah Kayla;Rahmat Daeng Romo
Riki Rhino;2020;13+; Animation, Adventure, Family            ;92;6,2;45;Erwin Budiono;Jennifer Castle;Hamish Daud;Ge Pamungkas;Paul Reynolds
Negeri Tanpa Telinga;2014;13+; Drama            ;110;8,6;9;Lola Amaria;Jenny Chang;Elang El Gibran;Tanta Ginting;Gary M. Iskak
Pengakuan Seorang Pelacur;2010;13+; Drama            ;83;6;12;Andrew Timothy;Jenny Cortez;Andi Soraya;Gita Prisilfia;Andreano Philip
Bangkitnya Suster Gepeng;2012;13+; Horror            ;77;4,2;16;K. Team;Jenny Cortez;Roro Fitria;Shiddiq Kamidi;Baby Margaretha
Love is a Story;2021;13+; Fantasy, Romance            ;83;4,5;27;Amanda Rawles;Jerome Kurnia;Chicco Kurniawan;Rebecca Klopper;
Daniel & Nicolette;2022;18+; Drama, Romance            ;42;2,1;26;Surya Ardy Octaviand;Jerome Kurnia;Jihane Almira;Susan Sameh;Cinta Laura Kiehl
Senior;2019;13+; Drama            ;94;6,8;26;Indra Gunawan;Jerome Kurnia;Rebecca Klopper;Shandy William;Rizky Guntur
Nazar;2009;13+; Comedy            ;60;2,8;7;Sofyan D. Surza;Jessica Iskandar;Ben Joshua;Renata Kusmanto;Shinta Puteri
Kung Fu Pocong Perawan;2012;13+; Comedy, Horror            ;77;3,5;33;Yoyok Subagyo;Jessica Iskandar;Olga Syahputra;Daus Mini;Yadi Sembako
Mengejar Surga;2022;13+; Drama            ;82;7,2;17;Bambang Drias;Jessica Mila;Al Ghazali;Kimberly Ryder;Delano Daniel
The 3rd Eye;2017;TV-MA; Drama, Fantasy, Horror            ;107;5,1;1475;Rocky Soraya;Jessica Mila;Denny Sumargo;Citra Prima;Bianca Hello
The 3rd Eye 2;2019;17+; Drama, Fantasy, Horror            ;116;5,4;625;Rocky Soraya;Jessica Mila;Nabilah Ratna Ayu Azalia;Sophia Latjuba;Jeremy Thomas
Imperfect;2019;TV-PG; Comedy, Drama, Family            ;113;7,8;1160;Ernest Prakasa;Jessica Mila;Reza Rahadian;Yasmin Napper;Karina Suwandhi
Bridezilla;2019;13+; Comedy, Drama            ;94;6;56;Andibachtiar Yusuf;Jessica Mila;Rio Dewanto;Sheila Dara Aisha;Widyawati
The Doll 3;2022;TV-MA; Horror, Thriller            ;115;4,2;191;Rocky Soraya;Jessica Mila;Winky Wiryawan;Masayu Anastasia;Montserrat Gizelle
Wanalathi;2022;13+; Drama, Horror            ;93;8,8;105;Tobrani Ramanne Marsa;Jho Rizki;Riva Ivonya;Ira Ilva Sari;Hans de Kraker
Mengaku Rasul;2008;13+; Drama            ;97;6,5;19;Helfi C.H. Kardit;Jian Batari;Vonny Cornellya;Alblen Fillindo Fabe;Ray Sahetapy
Fetus;2020;17+; Horror            ;85;5,1;39;Ook Budiyono;Jill Gladys;Reuben Elishama;Meriam Bellina;Arnold Leonard
Recto Impala;2017;13+; Short, Comedy, Drama            ;13;8,5;108;Adie Maulana;Jimi Faisal;Ridwan Nur Rahman;Kikit Rizqillah;
Tabula Rasa;2014;TV-PG; Drama            ;107;7,5;177;Adriyanto Dewo;Jimmy Kobogau;Dewi Irawan;Yayu A.W. Unru;Ozzol Ramdan
Sweetheart;2010;13+; Drama            ;108;5,9;10;Hanny Saputra;Joanna Alexandra;Ayu Azhari;Marcel Chandrawinata;Aurélie Moeremans
Sehidup (Tak) Semati;2010;13+; Drama            ;97;6;10;Iqbal Rais;Joanna Alexandra;Bolot;Fanny Fabriana;Faqih Ngatemin
Virgin 2: Bukan Film Porno;2009;13+; Drama            ;86;5,5;69;Nayato Fio Nuala;Joanna Alexandra;Christina Santika;Smitha Anjani;Ikbal Azhari
Jeritan Kuntilanak;2009;13+; Horror            ;90;4,5;21;Nayato Fio Nuala;Joanna Alexandra;Furry Citra;H.I.M. Damsyik;Garneta Haruni
Belum Cukup Umur;2010;13+; Drama            ;77;6,4;8;Nayato Fio Nuala;Joanna Alexandra;Mentari;Vikri Rahmat;Zidni Adam Zawas
Catatan Akhir Sekolah;2005;13+; Comedy, Drama            ;109;7,4;492;Hanung Bramantyo;Joanna Alexandra;Vino G. Bastian;Marcel Chandrawinata;Rabzki Muzy
Pizza Man;2015;13+; Action, Comedy            ;90;6,4;17;Ceppy Gober;Joanna Alexandra;Yuki Kato;Karina Nadila;Gandhi Fernando
Prolog;2015;13+; Short, Drama            ;12;2,6;160;Dimas Adiputro;Jocelyn Budipranoto;Maria Oentoe;Agustin Taidy;
Hit & Run;2019;13+; Action, Comedy            ;114;6,3;304;Ody C. Harahap;Joe Taslim;Chandra Liow;Tatjana Saphira;Jefri Nichol
Daysleepers;2018;13+; Drama, Romance            ;92;7,2;18;Paul Agusta;Joko Anwar;Agnes Naomi;Djenar Maesa Ayu;Khiva Iskak
Blind Pig Who Wants to Fly;2008;TV-MA; Drama            ;77;6;272;Edwin;Joko Anwar;Clarine Baharrizki;Ladya Cheryl;Andhara Early
Parts of the Heart;2012;13+; Drama, Romance            ;90;5,8;35;Paul Agusta;Joko Anwar;Endy Arfian;Bobby Asmoro;Tuhdil Haqiqi
Melancholy Is A Movement;2015;13+; Drama            ;75;6,5;22;Richard Oh;Joko Anwar;Fachry Albar;Ario Bayu;Karina Salim
Blood, Guts, and Bad Acting: Inside the Indonesian B Movies of the 1980s;2017;13+; Documentary, Short, Horror            ;15;8,9;45;Arman Dzidzovic;Joko Anwar;;;
Madame X;2010;13+; Action, Comedy            ;102;6,4;69;Lucky Kuswandi;Joko Anwar;Titi Dwijayati;Ikhsan Himawan;Ria Irawan
Teman;2016;13+; Short, Comedy            ;13;2,9;41;Yandy Laurens;Joko Suratin;Sugeng;Harry Izwan;Annisa Hertami
Pocong Setan Jompo;2009;13+; Horror            ;89;3,2;13;Findo Purwono;Jonathan Frizzy;Uli Auliani;Bella Esperance;Herichan
15.7 km;2018;13+; Short, Drama            ;15;9,1;67;Rian Apriansyah;Jordi Armando;Burhannudin;;
17 Tahun Ke Atas;2014;13+; Drama            ;83;6,1;121;Nayato Fio Nuala;Jordi Onsu;Ajun Perwira;Dahlia Poland;Aditya Suryo
Lost;2015;13+; Short, Romance            ;12;4,8;175;Muhammad Hafiz;Jorge Rachmat;Muhammad Hafiz;Jorge Rachmat;Suci Ramadanti
Rasyah the Wonderkid;2022;13+; Drama            ;99;8,5;229;Kemal Fathur;Jorgi Algibran;Satria Daefalla;Aqila Herby;Aqilla Herby
Jailangkung;2017;13+; Horror            ;86;3,7;283;Rizal Mantovani;Jose Poernomo;Amanda Rawles;Jefri Nichol;Hannah Al Rashid
Jailangkung 2;2018;13+; Horror            ;83;4,3;154;Rizal Mantovani;Jose Poernomo;Amanda Rawles;Jefri Nichol;Hannah Al Rashid
The Uninvited;2001;13+; Horror            ;102;6,5;365;Rizal Mantovani;Jose Poernomo;Winky Wiryawan;Melanie Ariyanto;Rony Dozer
Munysera;2017;13+; Short, Drama            ;26;5,4;186;Ali Bayanudin Kilbaren;Josephus Kelabora;Fredy Coar Tiwery;Ricky Wakim;
Petualangan 100 Jam;2004;13+; Adventure, Drama            ;109;7,7;8;Winaldha E. Melalatoa;Joshua;Marshanda;Mathias Muchus;
Gedoran Depok;2019;13+; Documentary, Short            ;12;3;83;Bobby Zarkasih;Joshua Jonathan Dolf;Msi Dr. Tri Wahyuning M. Irsyam;Valentino Jonathans;Arnold Noche
Joshua Oh Joshua;2001;TV-G; Comedy, Family, Musical            ;90;6,5;159;Edward Sirait;Joshua Suherman;Anjasmara;Jodi;Cut Keke
Yowis Ben: The Series;2020;TV-14; Comedy, Drama            ;30;8,2;65;Bayu Skak;Joshua Suherman;Brandon Salim;Tutus Thomson;
Kastil Tua;2015;13+; Horror            ;83;9;53;Chiska Doppert;Josiah Hogan;Samantha Katie James;Ajun Perwira;Kimberly Ryder
Vain;2015;13+; Short, Action, Drama            ;3;4,4;41;Jossen Eliata Thenario;Jossen Eliata Thenario;Nathanael Finian;Bryan Christian Mulia;
Fear;2015;13+; Short, Action            ;2;8,9;29;Jossen Eliata Thenario;Jossen Eliata Thenario;Yosafat Thenario;;
Happy Go Jenny;2022;13+; Comedy, Drama, Romance            ;39;9,9;17;Lakonde;Jourdy Pranata;Debo Andryos;Abun Sungkar;Prilly Latuconsina
One Night Stand;2021;13+; Drama, Romance;80;7,5;6;Adriyanto Dewo;Jourdy Pranata;Putri Marino;Elang El Gibran;Tegar Satrya
Dear to Me;2021;13+; Short            ;19;8,3;50;Monica Vanesa Tedja;Jourdy Pranata;Willem Bevers;Wani Siregar;Jerome Kurnia
Beyond Creator Indonesian Youtubers;2021;13+; Documentary            ;83;9;7;Martin Anugrah;Jovial Da Lopez;Cameo Project;Andovi Da Lopez;
Gila Jiwa: Illogically Sane;2016;13+; Drama            ;82;8;9;Ria Irawan;Jovial Da Lopez;Hery Purnomo;Joshua Suherman;Nagra Kautsar Pakusadewo
Teh Botol Sosro Kulineria web-series;2017;13+; Comedy            ;83;7,7;11;Wisnu Surya Pratama;Jovial Da Lopez;;Andovi Da Lopez;
Relationshit;2015;13+; Comedy            ;90;7,7;13;Herdanius Larobu;Jovial Da Lopez;Natasha Wilona;Anjani Dina;Bayu Skak
Manipulator;2020;13+; Short, Drama            ;17;8,2;11;Ferry Irwandi;Jovial Da Lopez;Raysha Eca;Ruby Gang;Ferry Irwandi
Father & Son;2022;R13+; Drama, Fantasy            ;76;7,1;9;Danial Rifki;Juan Bione Subiantoro;Dwi Sasono;Cassandra Lee;Kinaryosih
Anak Ajaib;2008;13+; Comedy            ;83;5,6;63;Tjandra Warasto;Juan Bione Subiantoro;El Manik;Vanessa Hinkel;Keisha Ratuliu
Srimulat: Hil yang Mustahal - Babak Pertama;2022;R13+; Biography, Comedy, Drama            ;110;7,2;118;Fajar Nugros;Juan Bione Subiantoro;Elang El Gibran;Dimas Anggara;Ibnu Jamil
